NPSN,Nama Sekolah,Telpon,Email,Akreditasi,Total Peserta Didik,Total Pendidik,Naungan,Kabupaten,Kecamatan,Alamat
10206521,SMP SWASTA BUDI MULIA,,smpbudimulia79@gmail.com,A,359,21,YAYASAN BUDI MULIA LOURDES,KAB. TAPANULI TENGAH,KEC. MANDUAMAS,TUMBA JAE
70062784,SMP ADZKIA ISLAMIC SCHOOL 1,,,,,3,,KOTA MEDAN,KEC. MEDAN PETISAH,"JL. BUKU NO. 45, SEI PUTIH BARAT, KEC. MEDAN PETISAH, KOTA MEDAN"
69992034,SMP SWASTA BANGUN MULIA,081265545151,smpbangunmulia123@gmail.com,B,518,21,YAYASAN PENDIDIKAN BANGUN MULIA,KAB. LANGKAT,KEC. BABALAN,JL. DATUK
10258811,SMP PADAMU NEGERI MEDAN,,smp_padamunegeri@yahoo.com,B,132,9,PENDIDIKAN GAJAH MADA MEDAN,KOTA MEDAN,KEC. MEDAN DENAI,JL. MENTENG VII NO. 125 MEDAN
10206502,SMP SWASTA MUHAMMADIYAH 28 BARUS,,smpmuhammadiyah28barus@gmail.com,B,150,15,PIMPINAN DAERAH MUHAMMADIYAH (PDM) KAB. TAPANULI TENGAH,KAB. TAPANULI TENGAH,KEC. BARUS,JL. R.A. KARTINI NO. 51
70037566,SMP IT SHOHIBUL ARBAAH,,smpitshohibularbaahsiamporik@gmail.com,B,193,20,YAYASAN PONDOK PESANTREN SHOHIBUL ARBAAH,KAB. LABUHANBATU UTARA,KEC. KUALUH SELATAN,DUSUN X BUKIT DAME
70013011,SMP IT WALI SONGO,085360669107,,C,25,12,YAYASAN PONDOK PESANTREN WALI SONGO NAHDLATUL ARIFIN ASAHAN,KAB. ASAHAN,KEC. SILAU LAUT,JL. PESANTREN NO. 9 DESA BANGUN SARI
10204133,SMP SWASTA PTPN IV BP. MANDOGE,,smpptpnivpam@yahoo.co.id,B,226,15,YAYASAN PENDIDIKAN PERKEBUNAN NUSANTARA IV,KAB. ASAHAN,KEC. BANDAR PASIR MANDOGE,BP. MANDOGE
10259542,SMP SWASTA DR CIPTO MANGUNKUSUMO,0622697109,smpdrciptomangunkusumoperdagan@gmail.com,B,142,9,PERGURUAN DR. CIPTO MANGUN KUSUMO,KAB. SIMALUNGUN,KEC. BANDAR,JL.KARYA BAKTI PERDAGANGAN
10257317,SMP SWASTA IKAL,0618459335,smp.ikal@gmail.com,A,248,22,YAYASAN PENDIDIKAN IKAL BULOG SUMUT,KOTA MEDAN,KEC. MEDAN HELVETIA,JL. SAWAH HALUS NO.18 A KOMP. BULOG MEDAN
10260479,SMP SWASTA AN NIZAM,0617333817,smpannizam3@gmail.com,A,233,20,YAYASAN SECH OEMAR BIN SALMIN BAHADJADJ,KOTA MEDAN,KEC. MEDAN DENAI,JL. TUBA II/ PERJUANGAN NO. 62 MEDAN
69964954,SMP SWASTA JERISA MANDIRI,,smpsjerisamandiri@gmail.com,B,85,11,JERISA SARI HUSADA,KOTA MEDAN,KEC. MEDAN TUNTUNGAN,JL. FLAMBOYAN RAYA NO. 116
70035356,SMP SWASTA ISLAM TERPADU HL LUBIS,,,B,35,3,YAYASAN SAKINAH AZZAHRAN HALIM LUBIS,KAB. BATU BARA,KEC. DATUK LIMA PULUH,JL. SERAMBINGAN DUSUN MARTUBUNG
10204025,SMP SWASTA ADVENT TANJUNG KASAU,081221111767,sekolahadventtks@ymail.com,B,13,5,YAYASAN PENDIDIKAN GEREJA MASEHI ADVENT HARI KETUJUH SUMATERA UTARA,KAB. BATU BARA,KEC. LAUT TADOR,JL. SEI LANGGEI
10264679,SMP SWASTA ANAK BANGSA,082272701258,asiatilia@yahoo.com,B,78,7,YAYASAN PENDIDIKAN ANAK BANGSA,KAB. LABUHANBATU SELATAN,KEC. TORGAMBA,DUSUN SUMBER SARI
10212534,SMP SWASTA MAJU TELAGA JERNIH,085210912086,smpmajusecanggang@gmail.com,B,106,10,YAYASAN PENDIDIKAN MAJU,KAB. LANGKAT,KEC. SECANGGANG,JL. KARANG GADING
69967983,SMP IT YAYASAN HAJJAH FAUZIAH BINJAI,0618831540,smpit.unggulan@gmail.com,B,87,9,YAYASAN HAJJAH FAUZIAH,KOTA BINJAI,KEC. BINJAI TIMUR,JL. DANAU SENTANI NO  1
69733890,SMPS GLORIA INTERNATIONAL,085158846558,smpsgloria@gmail.com,C,36,9,GLORIA INTERNATIONALA SUMATERA UTARA,KAB. DELI SERDANG,KEC. SUNGGAL,JL. TANI ASLI NO. 10
10210243,SMP AL HIDAYAH,,smpalhidayah31@gmail.com,B,129,7,YAYASAN PERGURUAN AL - HIDAYAH,KOTA MEDAN,KEC. MEDAN POLONIA,JL. STARBAN GG. SAHABAT NO. 139
10257423,SMP SWASTA AL-MA SUM STABAT,081375553374,smpalmaksum@gmail.com,B,298,23,YAYASAN HAJI MAKSUM ABIDIN  SHALEH,KAB. LANGKAT,KEC. STABAT,JL. SEI BATANG SERANGAN NO.4
70064578,SMP SWASTA ISLAM AL-AZHAR ASY-AZHAR ASY-SYARIF MEDAN,,,,,0,,KOTA MEDAN,KEC. MEDAN BARU,JL SEI ASAHAN NO 37
10200296,SMP NILA HARAPAN,0618457561,smpnilaharapan@yahoo.co.id,B,128,13,YAYASAN PERGURUAN NILA HARAPAN,KAB. DELI SERDANG,KEC. SUNGGAL,JL. BINJAI KM-11.2
69981295,SMP SWASTA ABDI PUSAKA INDONESIA,,,B,9,5,ABDI PUSAKA INDONESIA,KAB. NIAS,KEC. GIDO,DESA UMBU
70012461,SMP ISLAM TERPADU ALKAROMAH,082370041133,smpitalkaromah@gmail.com,B,46,10,YAYASAN DARUL TAHFIDZ ALKAROMAH,KAB. DELI SERDANG,KEC. GALANG,JL. PERTEMUAN DUSUN I DESA PETUMBUKAN GALANG
70059824,SMPS IT AL FATH BIMA UTOMO BS,,,,5,0,YAYASAN PERGURUAN BIMA UTOMO BS,KAB. DELI SERDANG,KEC. BATANG KUIS,JL. AMPERA DUSUN I
69991471,SMP IT PRIMA MANDIRI,081376044909,smpprimamandiriterbaik1@gmail.com,B,129,8,YAYASAN PENDIDIKAN PRIMA MANDIRI,KAB. DELI SERDANG,KEC. PERCUT SEI TUAN,JL. RUKUN NO. 38 DUSUN X
10202534,SMP SWASTA DR CIPTO MANGUNKUSUMO,0622697109,smpdrciptomkbdrjawa@gmail.com,B,86,10,PERGURUAN DR. CIPTO MANGUN KUSUMO,KAB. SIMALUNGUN,KEC. BANDAR,BANDAR JAWA
10202532,SMP SWASTA PTPN IV BAH JAMBI,,smpptpnivbahjambi@ymail.com,B,100,12,YAYASAN PENDIDIKAN PERKEBUNAN NUSANTARA IV,KAB. SIMALUNGUN,KEC. JAWA MARAJA BAH JAMBI,EMPLASMEN BAH JAMBI
70004083,SMP MUHAMMADIYAH 62 TANJUNG GUSTA,091299135401,smpmuhammadiyah2010@gmail.com,B,29,4,PIMPINAN DAERAH MUHAMMADIYAH (PDM) KAB. DELI SERDANG,KAB. DELI SERDANG,KEC. SUNGGAL,JL. KELAMBIR V GANG RIZQI
10258719,SMPS NUR HASANAH,082122767859,nurhasanah8850@yahoo.com,B,40,14,YAYASAN PENDIDIKAN NUR HASANAH MEDAN,KOTA MEDAN,KEC. MEDAN AMPLAS,JLN. GARU I NO. 28 MEDAN
10257741,SMP SWASTA AN-NAAS SUKA BERAS,085260184555,ishak1.smpannaas@gmail.com,C,45,10,YAYASAN AL FIRDAUS SUMATERA UTARA,KAB. SERDANG BEDAGAI,KEC. PERBAUNGAN,JALAN LINTAS SUMATERA
10204045,SMP HKBP PARDOMUAN,,pardomuansmphkbp@yahoo.co.id,C,134,7,DEPARTEMEN PENDIDIKAN HKBP,KAB. ASAHAN,KEC. SEI KEPAYANG,JL. PASAR V SEI LEBAH DUSUN III
70002728,SMP SWASTA KRISTEN BNKP ULUSUSUA,082369302770,smpskrbnkpus@gmail.com,B,49,3,YAYASAN PENDIDIKAN BNKP NIAS SELATAN,KAB. NIAS SELATAN,KEC. ULUSUSUA,"DESA HILIWOSI, KEC. ULUSUSUA, KAB. NIAS SELATAN, PROV. SUMATERA UTARA"
10202017,SMP SWASTA GBKP KABANJAHE,062820382,smpgbkp_kabanjahe@gmail.com,B,205,19,YAYASAN PENDIDIKAN KRISTEN GEREJA BATAK KARO PROTESTAN,KAB. KARO,KEC. KABANJAHE,JL MARIAM GINTING NO. 3 KABANJAHE
10202647,SMP SWASTA YAYASAN KERASAAN,082280545536,smpyayasankerasaan@yahoo.co.id,C,42,12,YAYASAN KERASAAN,KAB. SIMALUNGUN,KEC. PEMATANG BANDAR,KERASAAN
10257552,SMP SWASTA HARAPAN BARU,0618361654,smpharapanbarumedan@yahoo.com,B,86,14,YAYASAN PENDIDIKAN HARAPAN BARU SUMATERA UTARA,KOTA MEDAN,KEC. MEDAN JOHOR,JL. PINTU AIR IV / LINGGA RAYA
70006372,SMP SWASTA SEJAHTERA,082294095450,garudajabbar_10@yahoo.com,C,23,1,YAYASAN PENDIDIKAN GARUDA JABBAR,KOTA MEDAN,KEC. MEDAN MARELAN,JL BEMO/TAKSI MATRA 23 KOMP KPUM
70046691,SMP TAHFIDZ QURAN KARIMAH,085373895452,smptahfizhqurankarimah@gmail.com,C,60,7,YAYASAN ISLAM MULIA,KAB. KARO,KEC. BERASTAGI,JL. JAMIN GINTING DESA SEMPAJAYA KECAMATAN BERASTAGI KABUPATEN KARO
70015736,SMP SWASTA KRISTEN PROVIDENSIA HIBALA,085240284446,smpkristenprovidensia.hibala@gmail.com,C,14,19,YAYASAN KRISTEN PROVIDENSIA,KAB. NIAS SELATAN,KEC. HIBALA,DESA HILIOROMAO
10211038,SMP SWASTA YASPENHAN -2,0852700051270,smpyaspenhan_2@yahoo.com,B,175,19,YAYASAN PENDIDIKAN MEDAN LABUHAN,KOTA MEDAN,KEC. MEDAN LABUHAN,JL. JERMAL RAYA NO. 21 A
10208894,SMP SW. KARYA MURNI SIDIHONI,082165445637,smpkaryamurnisidihoni@gmail.com,C,203,16,KARYA MURNI SIDIHONI,KAB. SAMOSIR,KEC. RONGGUR NIHUTA,SIDIHONI
70046566,SMP ISLAM PLUS AL KHAIRI,,smpalkhairimedan@gmail.com,,26,6,YAYASAN PENDIDIKAN AL KHAIRI LIL UMMAH,KOTA MEDAN,KEC. MEDAN JOHOR,JL. EKA RASMI NO. 48-A
69733913,SMP SWASTA KHAIDIR NUR,0618824817,smpkn62@gmail.com,B,75,6,SMP SWASTA KHAIDIR NUR,KOTA BINJAI,KEC. BINJAI SELATAN,JLN. SAMANHUDI NO.213
70064505,SMP SWASTA SINAR PEMBAHARUAN HIDUP,,,,,1,YAYASAN SINAR PEMBAHARUAN HIDUP,KOTA MEDAN,KEC. MEDAN DELI,JL KAWAT III GANG PADI
10257419,SMP SWASTA YONESTA,081361464032,smpswastayonesta@ymail.com,B,66,12,LEMBAGA PENDIDIKAN YONESTA,KAB. LANGKAT,KEC. SEI BINGAI,SIMP. NAMOTATIMG
10208085,SMP SWASTA BERKAT,085372300815,fk_manajemen@yahoo.co.id,B,184,13,YAYASAN PERGURUAN SUTAN GUNUNG MULIA,KAB. MANDAILING NATAL,KEC. PANYABUNGAN UTARA,JLN.GEREJA HUTATINGGI
10210048,SMP SWT ISLAMIYAH,06177816074,,B,130,11,YAYASAN PERGURUAN SWASTA ISLAMIYAH,KOTA MEDAN,KEC. MEDAN TEMBUNG,JL. PERDAMEAN / TADUAN NO. 74
69918618,SMP IT AL-MANAH MAMIREGI,082367072074,smpitalmanahmamiregi@gmail.com,C,133,13,AL-MANAH MAMIREGI,KAB. DELI SERDANG,KEC. KUTAIIMBARU,JL. GLUGUR DISKI DESA SAWIT REJO
69899315,SMP SWASTA TALITAKUM,0614579567,smpstalitakum15@yahoo.co.id,B,43,11,YAYASAN PEDULI KARAKTER BANGSA,KOTA MEDAN,KEC. MEDAN PETISAH,JALAN DAMAR NO. 9G
10209273,SMP SATRIA DHARMA PERBAUNGAN,0617990730,smpsw_sadhar@yahoo.co.id,B,170,17,YAYASAN PENDIDIKAN SATRIA DHARMA PERBAUNGAN,KAB. SERDANG BEDAGAI,KEC. PERBAUNGAN,JL AKASIA JAMBUR PULAU
10211350,SMP SWASTA TAMAN SISWA,0618821958,m.alisyahfitraapit@yahoo.co.id,B,59,11,PERSATUAN PERGURUAN TAMANSISWA CABANG BINJAI,KOTA BINJAI,KEC. BINJAI KOTA,JL. SUDIRMAN NO 11 BINJAI
10214024,SMP SWASTA YAPIM MABAR,0616854981,yapim.mbr007@gmail.com,A,63,5,YAYASAN PERGURUAN INDONESIA MEMBANGUN TARUNA,KAB. DELI SERDANG,KEC. PERCUT SEI TUAN,"JL MANGAAN VII, PSR 3, LINGKUNGAN 16 MABAR"
10260228,SMP SWASTA IT ISLAMILILLAH,,smpitislamilillah@gmail.com,B,200,13,YAYASAN ISLAMILILLAH,KAB. LANGKAT,KEC. BERANDAN BARAT,JL. BESITANG NO. 19 SIMPANG TIGA SUSU
10210142,SMP KATOLIK TRISAKTI 2,0617349245,smp_ts2_medan@yahoo.co.id,A,178,20,YAYASAN PERGURUAN KATOLIK DON BOSCO KEUSKUPAN AGUNG MEDAN,KOTA MEDAN,KEC. MEDAN DENAI,JL.KENARI RAYA II PERUMNAS MANDALA
69956697,SMP SWASTA CERDAS MANDIRI,,,C,62,8,YAYASAN PERGURUAN CERDAS MANDIRI,KAB. DELI SERDANG,KEC. PERCUT SEI TUAN,JL. CEMARA ABADI
10206507,SMP SWASTA SANTU FRANSISKUS,0631371112,fransiskussmp@gmail.com,A,136,11,YAYASAN BUDI BAKTI KEUSKUPAN SIBOLGA,KAB. TAPANULI TENGAH,KEC. PANDAN,JLN. PROF. DR. M. HAZAIRIN
10210059,SMPS BUDI UTOMO,0614528473,smpbudiutomomedan@yahoo.com,A,46,21,BUDI UTOMO ABDI NUSA,KOTA MEDAN,KEC. MEDAN AREA,JL. JURUNG NO. 33
70037651,SMP SWASTA IT HAJJAH ROHANA,,smpithajjahrohana@gmail.com,A,174,16,YAYASAN WAKAF HAJJAH ROHANA BERBAGI,KAB. ASAHAN,KEC. KISARAN TIMUR,JL. WILLIAM ISKANDAR NO 36 LK. 1
69900207,SMP SWASTA BINTANG LANGKAT,081361936051,smpbintanglangkat@gmail.com,B,148,9,VIVINA HUDA,KAB. LANGKAT,KEC. STABAT,JL. STABAT - SECANGGANG DUSUN I ARA CONDONG
69968137,SMP TAHFIDZUL QURAN AMANAH,081397727705,info@amanah.sch.id,A,74,13,YAYASAN PENDIDIKAN DAN SOSIAL HELVETIA,KAB. DELI SERDANG,KEC. SUNGGAL,JL. PELITA
69962910,SMP IT SUARA DAI MUDA LANGKAT,083177136123,suaramudalkt@gmail.com,B,133,13,SUARA DA'I MUDA LANGKAT,KAB. LANGKAT,KEC. HINAI,DUSUN VII
69970814,SMP SWASTA METHODIST PELITA KASIH,0616628296,yppk.smpmuen@gmail.com,A,64,6,YAYASAN PENDIDIKAN PELITA KASIH METHODIST MU EN,KOTA MEDAN,KEC. MEDAN TIMUR,JL. JATI NO. 96
10260524,SMP SWASTA AIR LANGGA,082361931999,smpswastaairlangga@gmail.com,B,231,10,YAYASAN PENDIDIKAN AIRLANGGA,KAB. LANGKAT,KEC. SEI BINGAI,JALAN BATU MENJAH NO. 3 D NAMU UKUR
70056732,SMP IT DAAR YUNUS INTERNATIONAL TAHFIZH,,,,10,8,SENTRA CAHAYA ILMU,KOTA BINJAI,KEC. BINJAI SELATAN,JL.SAMANHUDI 117
10202522,SMP SWASTA KARYA SIMANTIN,082183480831,smpkaryasimantin@gmail.com,B,169,13,YAYASAN PENDIDIKAN KARYA SIMANTIN,KAB. SIMALUNGUN,KEC. PANEI,SIMANTIN PANE DAME
70047813,SMP SWASTA IT RAHMATUL FALAH PULAU RAKYAT,082277979760,rahmatulfalah13@gmal.com,B,28,9,YAYASAN RAHMATUL FALAH PULAU RAKYAT,KAB. ASAHAN,KEC. PULAU RAKYAT,DUSUN IX PULAU RAKYAT TUA
69969994,SMP SWASTA MUHAMMADIYAH DANAU SIJABUT,085361450050,smpmuhammadiyahdanausijabut@gmail.com,C,81,11,PIMPINAN DAERAH MUHAMMADIYAH (PDM) KAB. ASAHAN,KAB. ASAHAN,KEC. AIR BATU,DUSUN VII DESA DANAU SIJABUT
70036802,SMP SWASTA ISLAM TERPADU KHAIRUNNAS IV NEGERI,,,C,53,12,YAYASAN PAJAR ABDUL RAHMAN,KAB. BATU BARA,KEC. DATUK LIMA PULUH,DUSUN VII
69932740,SMP IT  MARIFATUL HIKMAH,082183583529,smpit.marifatulhikmah@gmail.com,B,119,12,PERGURUAN MA'RIFATUL HIKMAH,KAB. SERDANG BEDAGAI,KEC. SEI BAMBAN,DUSUN III DESA SEI BULUH SEI BAMBAN
70063224,SMP ISLAM PLUS AL AQSHO,,,,,0,,KAB. DELI SERDANG,KEC. DELI TUA,JL. DELI TUA GG. ASOKA DUSUN IV
10214001,SMP SWASTA TAMORA 2,0617945009,smps_tamora2@yahoo.co.id,B,93,12,YAYASAN PENDIDIKAN PURNAKARYA HARAPAN,KAB. DELI SERDANG,KEC. TANJUNG MORAWA,JL. LIMAU MUNGKUR NO. 52 TANJUNG MORAWA
69995753,SMP ISLAM TERPADU SAHABAT AL-QUR’AN,085270461294,smpitsahabatquran@gmail.com,B,107,15,SAHABAT ANAK BANGSA,KOTA BINJAI,KEC. BINJAI UTARA,JL. KEMUNING GG. MADRASAH
10210135,SMP SWASTA METHODIST 4,0614512475,smpmethodistpolonia@yahoo.com,B,87,8,YAYASAN PENDIDIKAN GEREJA METHODIST INDONESIA 4,KOTA MEDAN,KEC. MEDAN POLONIA,JL. POLONIA GG. PEKONG NO. 31
10211049,SMP TAMAN SISWA BELAWAN,081264007262,smpstamansiswabelawan@gmail.com,B,153,9,YAYASAN PERSATUAN TAMAMANSISWA,KOTA MEDAN,KEC. MEDAN KOTA BELAWAN,JL. KAKAP NO.1 BELAWAN BAHAGIA
10201071,SMP SWASTA ABDI MADYA,082161623566,smpsabdimadya@gmail.com,B,22,6,YAYASAN ABDI MADYA,KAB. LANGKAT,KEC. SERAPIT,JL. LETJEND. JAMIN GINTING TANJUNG NGUDA
70051339,SMP SWASTA ELIM KAIROS SMART BERASTAGI,089629995873,smpelimkairos22@gmail.com,,23,5,YAYASAN PENDIDIKAN EZRA BERASTAGI,KAB. KARO,KEC. BERASTAGI,JL. KENANGAN LINGKUNGAN IV
10210095,SMP PENCAWAN,0618363786,medansmppencawan@gmail.com,A,257,16,PENDIDIKAN NASIONAL MASTY PENCAWAN,KOTA MEDAN,KEC. MEDAN TUNTUNGAN,JLN BUNGA NCOLE NO 50
10211601,SMP SWASTA DIPANEGARA TEBING TINGGI,062122484,smps.dipanegara@gmail.com,A,4,2,YAYASAN DIPANEGARA,KOTA TEBING TINGGI,KEC. BAJENIS,JALAN K.F. TANDEAN NO. 204
10239040,SMP SWASTA RAJA GARUDA MAS,085277564140,smprajagarudamasbesitang@gmail.com,B,107,7,YAYASAN PARASIDDHAWARGA RAGAMAS,KAB. LANGKAT,KEC. BESITANG,JLN SEI PUCUK
10213912,SMP NUR AZIZI TANJUNG MORAWA,0617943535,smpnuzi@gmail.com,A,359,25,YAYASAN PENDIDIKAN NUR AZIZI TANJUNG MORAWA,KAB. DELI SERDANG,KEC. TANJUNG MORAWA,JALAN PAHLAWAN TANJUNG MORAWA
10204024,SMP ALWASHLIYAH 10 MERANTI,,smpalwashliyah10meranti@yahoo.com,C,73,11,AL-JAM'IYATUL WASHLIYAH,KAB. ASAHAN,KEC. MERANTI,JL. PERINTIS KEMERDEKAAN NO.346 MERANTI
70051337,SMP SWASTA KINGSLEY,,,,24,3,YAYASAN LENTERA KREASI CEMERLANG,KOTA MEDAN,KEC. MEDAN DELI,JL.PLATINA KOMPLEK RUKO KOTA BARU  BLOK A NO.35-37-39
70057530,SMP ISLAM TERPADU BAITUL QURAN AL AZHAR,082249942772,smpitbaitulquranalazhar@gmail.com,,24,14,YAYASAN PONDOK PESANTREN BAITUL QURAN AL AZHAR,KAB. BATU BARA,KEC. TALAWI,DUSUN BUNGA MAWAR DESA DAHARI INDAH KECAMATAN TALAWI
10202624,SMP SWASTA TAMAN ILMU PERLANAAN,0622697193,smptamil1987@yahoo.com,A,135,11,YAYASAN PERGURUAN TAMAN ILMU,KAB. SIMALUNGUN,KEC. BANDAR,JL.LESTARI PERLANAAN
69990868,SMP SWASTA MUHAMMADIYAH AHMAD DAHLAN AEK KANOPAN,06246940004,smp.adaekkanopan@gmail.com,B,238,21,PIMPINAN DAERAH MUHAMMADIYAH (PDM) KAB. LABUHAN BATU UTARA,KAB. LABUHANBATU UTARA,KEC. KUALUH HULU,JL. PEJUANG 45 NO 28 AEK KANOPAN
10211019,SMP SWASTA PGRI-1 MEDAN,081361057057,smpspgri1medan@gmail.com,C,56,8,PERWAKILAN YPLP PGRI PROVINSI SUMATERA UTARA,KOTA MEDAN,KEC. MEDAN PETISAH,JL. D.I. PANJAITAN
10200314,SMP HARAPAN KITA,082294856007,smpharapankita@yahoo.com,B,57,6,SMP SWASTA HARAPAN KITA,KAB. DELI SERDANG,KEC. KUTAIIMBARU,JL.PROTOKOL
10210040,SMP SWASTA KATOLIK ASSISI,081260413916,smpassisimedan24@gmail.com,A,385,27,YAYASAN PUTERI HATI KUDUS,KOTA MEDAN,KEC. MEDAN TUNTUNGAN,JL. AGGREK NO. 24A MEDAN
10202516,SMP SWASTA MUHAMMADIYAH 55 KANDANGAN,082167357389,smpmuhammadiyah55kandangan@gmail.com,B,108,10,PIMPINAN DAERAH MUHAMMADIYAH (PDM) KAB. SIMALUNGUN,KAB. SIMALUNGUN,KEC. PEMATANG BANDAR,JL. SONA NO. 11 KANDANGAN
10261763,SMP NURFADHILAH,0616851422,smpnurfadhilah@gmail.com,B,99,9,YPI NUR FADHILAH,KOTA MEDAN,KEC. MEDAN MARELAN,JL.MARELAN III NO.51 A
70024115,SMP ISLAM TERPADU AL FIKRI,,,A,53,11,DAKWAH ISLAM PENDIDIKAN DAN SOSIAL AL FIKRI,KAB. LABUHANBATU UTARA,KEC. NA. IX-X,"JL. INPRES DUSUN II AEK MARBATU, DESA KAMPUNG PAJAK"
10201051,SMP PAB 16 GOHOR LAMA,081376285269,smppab16@gmail.com,C,45,11,PERKUMPULAN AMAL BAKTI  SUMATERA UTARA,KAB. LANGKAT,KEC. WAMPU,AFD II PTPN II GOHOR LAMA
70052784,SMP SWASTA DIAN HARAPAN MEDAN,,,,19,6,YAYASAN PENDIDIKAN PELITA HARAPAN TANGERANG,KOTA MEDAN,KEC. MEDAN PETISAH,JL. IMAM BONJOL NO. 6 GEDUNG LIPPO PLAZA LANTAI 10
10212415,SMP SWASTA TRISAKTI,06227436254,yp.trisakti@yahoo.com,B,31,7,YP. TRISAKTI,KOTA PEMATANGSIANTAR,KEC. SIANTAR UTARA,JL.PDT. J. WISMAR SARAGIH
70008984,SMPIT MARDHIYAH,,smpitmardhiyah@gmail.com,B,60,10,YAYASAN PENDIDIKAN MARDHIYAH,KOTA BINJAI,KEC. BINJAI TIMUR,JL. DANAU TONDANO NO. 103
70061040,SMP NANDA AL MANAF,,,,,2,,KAB. DELI SERDANG,KEC. SUNGGAL,JL. PAYABAKUNG MULIOREJO DUSUN XIX PERUM. SUMBER MELATI DISKI PERMAI BLOK F 16
10257320,SMP SWASTA KATOLIK MARIANA,,smpkatolikmariana3@gmail.com,B,106,8,,KOTA MEDAN,KEC. MEDAN HELVETIA,JL. KAPTEN MUSLIM
10258167,SMP SWASTA AMAL MAS 1 LAHUSA,081361200503,smps_amalmas1@yahoo.com,C,84,14,YAYASAN AMAL-MAS SUMATERA UTARA,KAB. NIAS SELATAN,KEC. LAHUSA,GOLAMBANUA I
10211782,SMP SWASTA TELADAN PEMATANGSIANTAR,062222210,smpteladanpemsiantar@yahoo.com,A,200,20,PENDIDIKAN TELADAN,KOTA PEMATANGSIANTAR,KEC. SIANTAR BARAT,JALAN SINGOSARI NO.3 PEMATANGSIANTAR
10202742,SMP BENS GROUP,081397805103,smpsbensgroup2@gmail.com,B,100,12,SMP BENS GROUP,KAB. SIMALUNGUN,KEC. HATONDUHAN,BUNTU BAYU
69787008,SMPS SMART,0616640800,sstmedan@yahoo.com,,1,3,WIRA WIDYA UTAMA,KAB. DELI SERDANG,KEC. PERCUT SEI TUAN,"KOMP. GRAND CEMARA ASRI NO 88 AD, JL. CEMARA"
10209297,SMP SWASTA GELORA PANCASILA,,smp.gelorapancasila@gmail.com,B,138,17,YAYASAN GELORA PANCASILA PEGAJAHAN,KAB. SERDANG BEDAGAI,KEC. PEGAJAHAN,JL. BESAR PEGAJAHAN
10208710,SMP SWASTA HKBP DOLOKSANGGUL,085372911555,smpswastahkbpdoloksanggul@yahoo.co.id,B,160,13,DEWAN SEKOLAH HURIA (DSH),KAB. HUMBANG HASUNDUTAN,KEC. DOLOKSANGGUL,JL.LETKOL GA. MANULLANG
70060191,SMP SWASTA TANWIR AL MADANI,,,,,5,,KAB. BATU BARA,KEC. NIBUNG HANGUS,JL. HAJI IDRIS HAMIDAH DUSUN IV KAMPUNG PETANI
10205181,SMP S ALWASHLIYAH 28 AEK KANOPAN,,smpalwashliyah28@gmail.com,C,47,14,AL JAM'IYATUL WASHLIYAH,KAB. LABUHANBATU UTARA,KEC. KUALUH HULU,JL. GHAZALI KARIM NO. 104 AEK KANOPAN
10210047,SMP ISLAMIYAH BELAWAN,,islamiyah.belawan@gmail.com,B,137,8,YAYASAN ISLAM AT TAQWA,KOTA MEDAN,KEC. MEDAN KOTA BELAWAN,JL. CILEDUK SAMP. KANTOR KUA BELAWAN
69788538,SMPS PT MAZUMA AGRO INDONESIA,082366996611,smpmazuma@gmail.com,B,120,8,SMP S YAYASAN PT.MAI,KAB. PADANG LAWAS,KEC. HUTA RAJA TINGGI,KEBUN BATARI SUNGAI KORANG
69991174,SMP SWASTA GENERASI BANGSA,0895334029657,,B,193,19,YPP GENERASI BANGSA,KOTA MEDAN,KEC. MEDAN LABUHAN,JL RAWE 4 LINGKUNGAN 6 MARTUBUNG
70031557,SMP ISLAM TERPADU BUNAYYA PANDAN,082366008851,bambangsuwandi17@gmail.com,B,53,10,YAYASAN ISHLAHUL UMMAH,KAB. TAPANULI TENGAH,KEC. PANDAN,JL. PADANGSIDIMPUAN KM. 8
70049077,SMPIT DOD MEDAN,,,A,38,10,YAYASAN PENDIDIKAN ISLAM DOD MEDAN,KAB. DELI SERDANG,KEC. SUNGGAL,JL. KLAMBIR LIMA KOMPLEK PERUMAHAN GRAHA INDAH KELAPA GADING
10210253,SMP SWASTA  ADHYAKSA MEDAN,0614529114,smpadhyaksakejatisu@gmail.com,A,177,15,YAYASAN ADHYAKSA DHARMAKARINI KEJAKSAAN TINGGI SUMATERA UTARA,KOTA MEDAN,KEC. MEDAN TIMUR,JL. H.M. SAID NO. 23 MEDAN
10211025,SMP PRAYATNA MEDAN,0617382459,smpprayatna_medan@yahoo.com,B,105,13,,KOTA MEDAN,KEC. MEDAN TEMBUNG,LETDA SUJONO 403
10211764,SMP SWASTA HARAPAN,06225891438,smpharapan72@yahoo.com,B,34,9,YAYASAN PENDIDIKAN HARAPAN,KOTA PEMATANGSIANTAR,KEC. SIANTAR MARIMBUN,JL.BAHKORA II
10257321,SMP SWASTA S. PARMAN,4555279,ypspmedan@gmail.com,B,43,11,YAYASAN PERGURUAN LETJEN S.PARMAN,KOTA MEDAN,KEC. MEDAN AREA,JL. WAHIDIN NO. 170
69947200,SMP SWASTA HARAPAN SUSUA,081362091502,faatulol@gmail.com,C,56,12,HARAPAN SUSUA,KAB. NIAS SELATAN,KEC. ULUSUSUA,DESA FOIKHU FONDRAKO
