NPSN,Nama Sekolah,Bentuk,Telpon,Email,Naungan,Kabupaten,Kecamatan,Alamat
20548434,SD ISLAM ADDASUQI,SD,085259059023,sdiaddasuqi@gmail.com,YAYASAN ADDASUQI BANYUANYAR,KAB. PROBOLINGGO,KEC. BANYUANYAR,JL. PONPES ADDASUQI
70013849,SDI BUMI DAMAI,SD,08978128754,bumidamaisdi@gmail.com,AL-FADLILY,KAB. SIDOARJO,KEC. PRAMBON,CANGKRING RT 05 RW 01 CANGKRINGTURI PRAMBON
20574119,SDS ISLAM NURUL JADID,SD,087866151730,sd.islam.nurul.jadid@gmail.com,YAYASAN MIFTAHUL ULUM NURUL JADID,KAB. SAMPANG,KEC. SAMPANG,JL. RONGTENGAH WANGEAN
70050976,SDI DARUL HUDA AL ASYARI,SD,,,YAYASAN DARUL HUDA PENGARANG BONDOWOSO,KAB. BONDOWOSO,KEC. JAMBESARI DARUS SHOLAH,DESA PENGARANG RT.01 RW.01
69986957,SDS ISLAM AL-IKHLAS,SD,085731961369,sdialiklas957@gmail.com,YAYASAN AL-IKHLASH,KAB. SAMPANG,KEC. SOKOBANAH,DUSUN CRECET
20555690,SD ISLAM ARINAL AUNA JETIS,SD,08155551560,arinal_auna@yahoo.com,ARINAL 'AUNA,KAB. MOJOKERTO,KEC. JETIS,DSN PELABUHAN
20579416,SDI RAUDHATUL JANNAH,SD,087750486799,sdiraudhatuljannah2011@gmail.com,YAYASAN PENDIDIKAN SOSIAL DAN DAWAH PONDOK PESANTREN RAUDLATUL JANNAH RIDOIEYAH,KAB. PAMEKASAN,KEC. PALENGAAN,AENG NYONO BANYU PELLE
70014081,SDS ISLAM AL-ANSHORY,SD,083123465458,sdialansory@gmail.com,SAADATUT DARAIN (AL - HASANI),KAB. SAMPANG,KEC. KEDUNGDUNG,DUSUN NYAROMOT
70004029,SDIT AL USWAH BARAT,SD,,sdit.aluswahbarat@gmail.com,BHAKTI NUSA,KAB. MAGETAN,KEC. BARAT,JL. MAOSPATI - BARAT DS. KARANGSONO BARAT
20554048,SDIT ULIL ALBAB,SD,03518196518,sditulilalbab5@gmail.com,SDIT ULIL ALBAB,KAB. MAGETAN,KEC. PARANG,RT 02 / RW 01
20534064,SD KATOLIK MARSUDISIWI,SD,0341484572,sdk.marsudisiwi.mlg@gmail.com,YAYASAN PERSEKOLAHAN BINA WIRAWAN,KOTA MALANG,KEC. BLIMBING,JL CANDI KALASAN 10
69991234,SDI DARUL MUSTHOFA,SD,082231146123,sdidarul96@gmail.com,YAYASAN HIDAYATUL MUBTADIIN KEBONREJO,KAB. NGANJUK,KEC. TANJUNGANOM,DSN.KURUNGLOR  DS.KAMPUNGBARU
20532855,SD RAHMAT,SD,0315669288,sdrahmatsby@gmail.com,MASJID RAHMAT,KOTA SURABAYA,KEC. SAWAHAN,JL. KEMBANG KUNING NO 2
20519493,SD ISLAM NURUL KAROMAH,SD,082143483899,sdinurulkaromah@gmail.com,LPP NURUL KAROMAH,KAB. PASURUAN,KEC. REJOSO,DUSUN BALIWERTI
69970930,SD ISLAM TERPADU (SDIT) BINA INSAN,SD,085285831254,admin@sditbinainsanstb.sch.id,YAYASAN BINA INSAN MUSLIMAH SITUBONDO,KAB. SITUBONDO,KEC. PANJI,KP. PATROL RT.02 RW.05 DESA TOKELAN KECAMATAN PANJI KABUPATEN SITUBONDO
20534316,SD PAWYATAN DAHA 1,SD,0354682075,sdpawyatandaha1@gmail.com,YAYASAN PAWYATAN DAHA KEDIRI,KOTA KEDIRI,KEC. KOTA KEDIRI,JL. HASANUDIN 18
20531936,SD ALKHAIRIYAH II,SD,0313530680,operator.sd.alkha2@gmail.com,YAYASAN ALKHAIRIYAH,KOTA SURABAYA,KEC. SEMAMPIR,JL. AMPEL MADRASAH NO.1 SURABAYA
70001503,SD I AL-GHUFRON,SD,082296881676,sdialghufron@gmail.com,YAYASAN AL-GUFRON,KAB. SUMENEP,KEC. PASONGSONGAN,JL.K.ABD GHAFUR RT.003/RW.006
70010306,SD KRISTEN PERISTERA,SD,081232155775,,YAYASAN SINAR PERISTERA,KAB. GRESIK,KEC. DRIYOREJO,SENTRALAND B92-96
70001814,SD ISLAM ROUDLOTUL QUR AN,SD,082132638727,sdislamroudlotulquransawo@gmail.com,YAYASAN ROUDLOTUL QUR’AN SAWO,KAB. MOJOKERTO,KEC. KUTOREJO,DUSUN SAWO RT. 02 RW. 013 DESA SAWO
20504226,SD KATOLIK WIJANA,SD,03218490558,sdkatolikwijanajombang@gmail.com,YOHANNES GABRIEL,KAB. JOMBANG,KEC. JOMBANG,JL WAHID HASYIM 38
20519491,SD ISLAM YASPAI,SD,0343656207,sdislamyaspai5@gmail.com,YAYASAN PENDIDIKAN AGAMA ISLAM,KAB. PASURUAN,KEC. BEJI,JL. RAYA GONDANGLEGI NO.166
20501901,SD KEMALA BHAYANGKARI 10,SD,0343855266,sdbhayangkari10porong@gmail.com,YAYASAN KEMALA BHAYANGKARI,KAB. SIDOARJO,KEC. PORONG,JL. BHAYANGKARI NO.36-B PORONG
20501131,SD NU MUNGGUGEBANG,SD,,sdnuuumunggugebang@gmail.com,LP. MA'ARIF CABANG KAB. GRESIK,KAB. GRESIK,KEC. BENJENG,DESA MUNGGUGEBANG
20579290,SD ISLAM TERPADU ANAK NEGERI,SD,03217482551,sdit.anaknegeri@gmail.com,YAYASAN ANAK NEGERI JOMBANG,KAB. JOMBANG,KEC. SUMOBITO,"DUSUN BAKALAN, RT. 03, RW. 02"
20510369,SD SANTA MARIA,SD,481433,sdksantamariaponorogo@yahoo.com,YOHANNES GABRIEL,KAB. PONOROGO,KEC. PONOROGO,JL RADEN SALEH NO 58
70004626,SDI KARTIKA NAWA,SD,03418223563,sdikartikanawa@gmail.com,YAYASAN KARTIKA NAWA,KAB. MALANG,KEC. TUREN,JALAN RAYA KEDOK
70013066,SD ISLAM MANBAUL FALAH,SD,085335208178,sdimanbaulfalah@gmail.com,MANBA'UL FALAH,KAB. BANYUWANGI,KEC. SINGOJURUH,JL. KH. ROFII MASHUM NO. 34
20575283,SD ISLAM DARUN NAJAH,SD,082335391132,sdidarunnajah01@gmail.com,DARUN NAJAH,KAB. JEMBER,KEC. TANGGUL,DSN. KARANG SENGON DS. DARUNGAN
70032359,SD MUSLIM CENDEKIA,SD,,sekolahdasarmuslimcendekia@gmail.com,PP LKS METAL MUSLIM AL - HIDAYAT,KAB. PASURUAN,KEC. REJOSO,PENAMBANGAN RT 04 RW 01 REJOSOLOR REJOSO PASURUAN
20555171,SD NURUL ISLAM,SD,083110800313,sdnurissumengko@gmail.com,YAYASAN NURUL ISLAM JATIREJO,KAB. MOJOKERTO,KEC. JATIREJO,JL BALAI DESA NO 26
69786985,SDS ISLAM AL - FALAH,SD,081938090433,sdi.alfalah323@gmail.com,YAYASAN PENDIDKAN SOSIAL AL-FALAH SATU,KAB. SAMPANG,KEC. TAMBELANGAN,JL. BESABE DESA BRINGIN
20548399,SDIT AL USWAH MAGETAN,SD,03518198167,aluswahs@yahoo.com,YAYAYASAN LEMBAGA PENDIDIKAN DAN PEMBINAAN ANAK ISLAM TERPADU AL USWAH CENTER MAGETAN,KAB. MAGETAN,KEC. MAGETAN,JALAN  S. PARMAN
20518708,SD ISLAM LUKMAN HAKIM,SD,,lukman.hakim.wtd@gmail.com,YAYASAN PENDIDIKAN LUKMAN HAKIM,KAB. MALANG,KEC. PAKISAJI,JL. RAYA KENDALPAYAK
69981897,SDI SIFAUR RIFA,SD,,sdi.sifaurrifa@gmail.com,YAYASAN NURUL FITRAH KERTO SARI,KAB. SUMENEP,KEC. BATUPUTIH,DESA LARANGAN KERTA
20548868,SD MUHAMMADIYAH 5,SD,0333591666,sdmuhammadiyahmuncar@gmail.com,PIMPINAN DAERAH MUHAMMADIYAH (PDM) KAB. BANYUWANGI,KAB. BANYUWANGI,KEC. MUNCAR,JL. SULTAN AGUNG NO. 36 DUSUN KRAJAN
70035160,SD CHUNG CHUNG CHRISTIAN SCHOOL,SD,03187884800,admin@ccs.sch.id,YAYASAN PENDIDIKAN MAYAPADA SCHOOL,KOTA SURABAYA,KEC. GUNUNGANYAR,GUNUNG ANYAR SAWAH 18
69983859,SDI AR-RAHMAN,SD,,,ABDUR RAHMAN,KAB. SUMENEP,KEC. KANGAYAN,DESA KANGAYAN
69981865,SD ISLAM MIFTAHUL JADID,SD,085232827011,sdi.miftahuljadid1987@gmail.com,YAYASAN MIFTAHUL JADID AL BAKHRI,KAB. PAMEKASAN,KEC. PEGANTENAN,DUSUN DADDAK BARAT
20539080,SD MUHAMMADIYAH 18 SURABAYA,SD,0315936943,m18surabaya@gmail.com,PIMPINAN DAERAH MUHAMMADIYAH (PDM) KOTA SURABAYA,KOTA SURABAYA,KEC. MULYOREJO,JL. MULYOREJO TENGAH NO. 5
20554421,SDS ISLAM NURUL IHSAN,SD,,sds.nurulihsan.omben@gmail.com,ABUL KHOIR,KAB. SAMPANG,KEC. OMBEN,DUSUN GUA PANAS
20555604,SDS AL FURQON,SD,085859322846,sdsalfurqon@gmail.com,YAYASAN SOSIAL & PENDIDIKAN ISLAM AL-FURQON,KAB. JEMBER,KEC. PANTI,DUSUN KEMUNDUNGAN
20574709,SD ISLAM FAAZ,SD,085792738432,faazsdit@gmail.com,FAAZ,KAB. TUBAN,KEC. TUBAN,"DUSUN MAWOT RT 02 RW, 01"
20504320,SD KATOLIK SANTO PAULUS,SD,0353881159,sdksantopaulus0@gmail.com,YAYASAN SANTA LOUISA,KAB. BOJONEGORO,KEC. BOJONEGORO,JL. IMAM BONJOL NO. 50
20539207,SD TUNAS BHAKTI 26 SURABAYA,SD,0315667711,sdtunasbakti26@yahoo.com,YAYASAN TUNAS BAKTI 26,KOTA SURABAYA,KEC. SAWAHAN,BANYU URIP WETAN STREET IV/52 SURABAYA
20518729,SD TAMANSISWA TUREN,SD,0341824172,tamanmudaturen@gmail.com,PERSATUAN PERGURUAN TAMANSISWA CABANG TUREN,KAB. MALANG,KEC. TUREN,JL. PANGLIMA SUDIRMAN NO. 37 RT. 1 RW. 19
20548780,SD ISLAM AL HASAN,SD,085335115139,sdialhasan07@gmail.com,YAYASAN PENDIDIKAN AL-DJAHRIA,KAB. JEMBER,KEC. TANGGUL,JL. KEBUNAN
70004417,SD TAHFIDZ ATH THOHIRIYAH,SD,085790700290,sd.tahfidz.aththohiriyah@gmail.com,ATH THOHIRRIYAH,KAB. TULUNGAGUNG,KEC. KARANGREJO,DUSUN MOJOGITIK RT 02 RW 01
69876676,SDIT AL-HUSNA,SD,,sditwonokromo@gmail.com,YAYASAN RADEN FATTAHILLAH,KAB. TULUNGAGUNG,KEC. GONDANG,DSN SUMBER DS WONOKROMO KECAMATAN GONDANG
69755336,SDS SUNAN KALIJAGA,SD,087756255359,,YAYASAN PENDIDIKAN SOSIAL ISLAM TARESNA,KAB. SAMPANG,KEC. TAMBELANGAN,JL. RAYA SUMBER TARUNA
69973643,SDS ISLAM AL - HUDA,SD,082333161286,sdialhuda643@gmail.com,YAYASAN AR ROHMAN SEBAN,KAB. SAMPANG,KEC. KARANGPENANG,JL. BENGLANDEK GUNUNGKESAN
20533114,SD KRISTEN BETHEL,SD,3714988,sdkristenbethelsby@gmail.com,PENDIDIKAN UMUM KRISTEN BETHEL,KOTA SURABAYA,KEC. SIMOKERTO,JL. TAMBAK ANAKAN 9 -11
70027619,SDI AL IHSAN,SD,,,AMAL ISLAM AL IHSAN,KAB. TULUNGAGUNG,KEC. NGUNUT,JALAN RAYA BLITAR NO 12
20515764,SD KRISTEN ANUGERAH TULUNGAGUNG,SD,0355335207,anugerahxxiao@gmail.com,YAYASAN PENDIDIKAN KRISTEN ANUGERAH TULUNGAGUNG,KAB. TULUNGAGUNG,KEC. TULUNGAGUNG,JL. P. DIPONEGORO NO.30 TAMANAN TULUNGAGUNG
20549296,SD ISLAM HASYIM ASY ARI,SD,0342551505,sdihasyimasyari67@gmail.com,LEMBAGA PENDIDIKAN MA'ARIF NU,KAB. BLITAR,KEC. WONODADI,JALAN RAYA PIKATAN
20551943,SD ISLAM AR-RAHMAH,SD,0328413223,sdiarrahmah2020@gmail.com,YAYASAN MUHAMMAD HASYIM SUMENEP,KAB. SUMENEP,KEC. LENTENG,JL. KALIMAS NO.05
20551947,SD DARISSALAM,SD,082301987209,sddarissalam@gmail.com,YAYASAN DARISSALAM,KAB. SUMENEP,KEC. GULUK GULUK,JL. RAYA BATUAMPAR
70062428,SD JAZEERAH ISLAMIC SCHOOL,SD,,,YAYASAN JAZEERAH INSAN BANGSA,KAB. LAMONGAN,KEC. LAMONGAN,JL. KUSUMA BANGSA GG. BERINGIN 4
20524183,SDS NU KENCONG,SD,082335347750,sdnu_kencong@yahoo.com,BPPPMNU  CABANG KENCONG,KAB. JEMBER,KEC. KENCONG,JL KH AGUS SALIM NO 11 KENCONG
20539950,SD MUHAMMADIYAH 01 WARU,SD,0318543285,sdmuhammadiyahsatuwaru@yahoo.co.id,PIMPINAN DAERAH MUHAMMADIYAH (PDM) KAB. SIDOARJO,KAB. SIDOARJO,KEC. WARU,JL. ANGGREK VI NO. 36-38
20533119,SD KEMALA BHAYANGKARI 6,SD,0315467840,kemalabhayangkari6surabaya@gmail.com,YAYASAN KEMALA BHAYANGKARI,KOTA SURABAYA,KEC. SUKOMANUNGGAL,JL. SIMOMULYO I/8
70064367,SDIT AL AMIN DESA KENEP,SD,,,,KAB. NGANJUK,KEC. LOCERET,DS. KENEP RT.02 RW.04 KEC .LOCERET KAB. NGANJUK
20523096,SD KRISTEN IMANUEL,SD,0338673571,imanuelsdkristen@gmail.com,YAYASAN IMANUEL SITUBONDO,KAB. SITUBONDO,KEC. SITUBONDO,JL. ANGGREK NO. 54
20502397,SD ZAINUDDIN,SD,0318679893,sdzainuddin1998@gmail.com,YAYASAN MASJID ZAINUDDIN,KAB. SIDOARJO,KEC. WARU,JL. IJEN NGENI
20501156,SD AL FATAH,SD,0317580094,sdalfatah.driyorejo@yahoo.com,YAYASAN PENDIDIKAN AL FATAH KOTA BARU DRIYOREJO,KAB. GRESIK,KEC. DRIYOREJO,JL. GRANIT NILA 5 KBD
70025688,SDI DARUL MAULANA,SD,,,YAYASAN NAHDLATUT THALIBIN AL MADRAH,KAB. SAMPANG,KEC. ROBATAL,DSN NGOR BUNGOR
20539651,SD KRISTEN YBPK MOJOWARNO,SD,0321499116,sdkristen.ybpkmojowarno@gmail.com,YBPK GKJW  CABANG MOJOWARNO,KAB. JOMBANG,KEC. MOJOWARNO,JL. PAHLAWAN NO. 13
70050067,SDS AL FITROH,SD,,,MAKARIMUL AKHLAQ,KAB. SAMPANG,KEC. SAMPANG,DUSUN PLALANGAN DESA GUNUNG MADDAH
20554584,SDS ISLAM TANFIDZIS SYARIAH,SD,087850990827,sdsislamtanfidzissyariah.tbl@gmail.com,TANFIDZIS SYARIAH,KAB. SAMPANG,KEC. TAMBELANGAN,PENGGIRAN BARUNGGAGAH
70031468,SDQ PLUS AL-WAHID,SD,082335377610,sdqplusalwahidpamekasan@gmail.com,YAYASAN PENDIDIKAN DAKWAH DAN SOSIAL AL-WAHID,KAB. PAMEKASAN,KEC. PAMEKASAN,JL. DIRGAHAYU GG 07 NO 04
70053198,SD MUHAMMADIYAH 3 SOKO,SD,,sdmugasoko@gmail.com,PIMPINAN DAERAH MUHAMMADIYAH (PDM) KAB. TUBAN,KAB. TUBAN,KEC. SOKO,JL. RAYA SOKO-PONCO DSN.MENTORO RT.8 RW.1 DESA MENTORO SOKO
20507212,SD MUHAMMADIYAH 1 BABAT,SD,,sdm1babat@yahoo.co.id,PIMPINAN DAERAH MUHAMMADIYAH (PDM) KAB. LAMONGAN,KAB. LAMONGAN,KEC. BABAT,JL. TANGGUL REJO NO 02 DESA BABAT
20512800,SD YBPK SIDOREJO II,SD,0354395742,ybpksidorejodua@yahoo.co.id,YAYASAN BADAN PENDIDIKAN KRISTEN GREJA KRISTEN JAWI WETAN,KAB. KEDIRI,KEC. PARE,JL MT HARYONO  NO 263
60726474,SDS ISLAM AR ROHMANIYAH,SD,085960148318,toifajha@gmail.com,AR-ROHMANIYAH,KAB. SAMPANG,KEC. TAMBELANGAN,DS. BARUNG GAGAH
69824831,SDS ISLAM MIFTAHUL ULUM AS SYUUDIYAH,SD,081703981597,sdibringibringin@yahoo.com,AS-SU'UDIYAH,KAB. PAMEKASAN,KEC. KADUR,DSN. PRENG AMPEL
20575898,SD PLUS DARUSSALAM,SD,03514477077,sd.plusdarussalam@gmail.com,DARUSSALAM,KAB. NGAWI,KEC. GENENG,TEPAS - GENENG
70002456,SD NAHDLATUL WATHON,SD,,sdnahdlatulwathon2016@gmail.com,YAYASAN NAHDLATUL WATHON DESA JATIROTO,KAB. JEMBER,KEC. SUMBERBARU,JL. PTPN XII GUNUNG GAMBIR RT 001 RW 011
20554686,SDS ISLAM MIFTAHUL ULUM PLEREYAN,SD,081249266416,itafitriatizulva12@gmail.com,PONDOK PESANTREN PUTRA PUTRI MIFTAHUL ULUM,KAB. JEMBER,KEC. SUMBERJAMBE,JL. PANGGUNG TINGGI NO 07
70052206,SD AL HIKMAH,SD,083114502037,sdalhikmahgrenden@gmail.com,YAYASAN PENDIDIKAN AL HIKMAH,KAB. JEMBER,KEC. PUGER,"DUSUN KRAJAN II, RT 001, RW 011, DESA GRENDEN"
20531927,SD BINA KARYA SURABAYA,SD,0317490648,sdsbinakarya21@gmail.com,BINA KARYA TAMBAK ASRI SURABAYA,KOTA SURABAYA,KEC. KREMBANGAN,JL. TAMBAK ASRI NO. 150A  SURABAYA
20524947,SD ISLAM TERPADU AL IKHLAS,SD,,sditalikhlaswuluhan@gmail.com,YAYASAN PONDOK PESANTREN AL IKHLAS,KAB. JEMBER,KEC. WULUHAN,JL. ANGGREK NO. 80
20524939,SD NU 09 RIYADLATUL UQUL,SD,,sdnu09@gmail.com,YAYASAN PENDIDIKAN PESANTREN DARUL MAARIF AMPEL WULUHAN,KAB. JEMBER,KEC. WULUHAN,KH. ZUHDI ZAIN NO. 150 KEPEL
20533135,SD MARDI SUNU,SD,5454301,sdmardisunu48@gmail.com,YAYASAN MARDI SUNU,KOTA SURABAYA,KEC. TEGAL SARI,JL PASAR KEMBANG NO 89-91
20518733,SD ISLAM AL FAQIH,SD,081333947966,sdialfaqih@yahoo.com,YAYASAN AL-FAQIH,KAB. MALANG,KEC. PAKIS,JL. SUKOANYAR NO. 27 SUKOANYAR PAKIS MALANG
69935397,SDIT HIDAYATUL MUBTADIIN,SD,08558954489,sdithidayatulmubtadiin123@gmail.com,YPI HIDAYATUL MUBTADI'IN,KAB. MOJOKERTO,KEC. BANGSAL,DUSUN DATENG
20558810,SD ISLAM TERPADU NURUL HUDA,SD,0354770829,sditnurulhudakediri@gmail.com,YPI ASSAKUR,KAB. KEDIRI,KEC. TAROKAN,"JL. RAYA KEDIRI NGANJUK NO.- DS. KALIRONG, TAROKAN"
20541920,SDIT NUURUL FIKRI SUKOREJO,SD,0355811771,sditnfgandusari@yahoo.co.id,YAYASAN NURUL FIKRI TRENGGALEK,KAB. TRENGGALEK,KEC. GANDUSARI,RT. 29 RW. 14 DUSUN TUGU DS. SUKOREJO KEC. GANDUSARI
70033767,SD ASY-SYADZILI,SD,088989530778,sdasysyadzili@gmail.com,YAYASAN PENDIDIKAN DAN SOSIAL ASY-SYADZILI,KAB. MALANG,KEC. PAKIS,JALAN SUMBERPASIR DUSUN KRAJAN RT. 05 RW. 02 NO. 99A
70053365,SD MUHAMMADIYAH 3 NGASEM,SD,081333730204,sdmuhamadiyah3ngasem@gmail.com,PIMPINAN DAERAH MUHAMMADIYAH (PDM) KAB. KEDIRI,KAB. KEDIRI,KEC. NGASEM,JALAN ANGGREK RAYA RT 03 RW 02 SOBO NAMBAAN
20519486,SDI MADINATUL ILMI SEKARMOJO,SD,081334405545,sdi.madinatulilmisekarmojo@gmail.com,YAYASAN PENDIDIKAN MADINATUL ILMI SEKARMOJO,KAB. PASURUAN,KEC. PURWOSARI,DUSUN MOJO
20549469,SD MUHAMMADIYAH KRAKSAAN,SD,,sdmuhammadiyahkreatifkraksaan@yahoo.com,PIMPINAN DAERAH MUHAMMADIYAH (PDM) KAB. PROBOLINGGO,KAB. PROBOLINGGO,KEC. KRAKSAAN,JL. PANGLIMA SUDIRMAN NO. 139
20576429,SDI AL HAKIM,SD,085233120900,sdialhakimboy@gmail.com,,KAB. TULUNGAGUNG,KEC. BOYOLANGU,DESA/KEC. BOYOLANGU
20533903,SDK SANTO YUSUP II,SD,0341365235,sdksantoyusup2@gmail.com,YAYASAN KOLESE SANTO YUSUP,KOTA MALANG,KEC. KLOJEN,DR. SUTOMO 35 MALANG
69861150,SDI AL BAROKAH,SD,085233858048,sdialbarokah@yahoo.com,YAYASAN SOSIAL PENDIDIKAN DAKWAH ALIFUL BAROKAH,KAB. PAMEKASAN,KEC. TLANAKAN,DUSUN PENANGGUN TIMUR DESA KRAMAT
20532863,SD RADEN FATAH,SD,0317405093,sd_raden_fatah@yahoo.co.id,YAYASAN RADEN FATAH SURABAYA,KOTA SURABAYA,KEC. BENOWO,JL. KENDUNG
20548442,SD TARUNA DRA. ZULAEHA,SD,0335680515,edydossantos23@gmail.com,YAYASAN PENDIDIKAN DAN KESEJAHTERAAN KELUARGA KERTAS LECES,KAB. PROBOLINGGO,KEC. LECES,JL. RAYA LECES 67202
69978366,SDI NURUL HUDA,SD,081703234737,nurulhudagapura2018@gmail.com,YAYASAN NURUL HUDA,KAB. SUMENEP,KEC. GAPURA,DESA LONGOS
20571590,SD ISLAM MIFTAHUL ULUM,SD,,sdimif@gmail.com,YAYASAN DARUS SALAM AR-RUJIYAH,KAB. BANGKALAN,KEC. KONANG,TAMAN SEOLOH
20501905,SD AL ISLAMIYAH PUTAT,SD,0318945351,sd.alislamiyahputat@gmail.com,YAYASAN PENDIDIKAN DAN SOSIAL AL-ISLAMIYAH (YAPISA),KAB. SIDOARJO,KEC. TANGGULANGIN,JL PUTAT UTARA NO. 25
20537430,SD MUHAMMADIYAH PLUS,SD,0321390603,sdmuhplusmjk@gmail.com,PIMPINAN DAERAH MUHAMMADIYAH (PDM) KOTA MOJOKERTO,KOTA MOJOKERTO,KEC. KRANGGAN,JL. TAMAN SISWA NO. 25
20548363,SD ISLAM TERPADU AL USWAH,SD,0356322004,al.uswah@gmail.com,AL USWAH CENTRE TUBAN,KAB. TUBAN,KEC. TUBAN,JALAN AL FALAH II GANG AL USWAH NO.06
69753171,SD ISLAM AINUR RAHMAH,SD,085232032006,sdi.ainur@gmail.com,NURUS SALAFIYAH,KOTA PROBOLINGGO,KEC. KANIGARAN,JL. WALIKOTA GATOT NO. 31 PROBOLINGGO
20531940,SD AL-ISTIQOMAH,SD,0313287031,sdistiqomahsby@gmail.com,YAYASAN WAKAF AL-ISTIQOMAH SURABAYA,KOTA SURABAYA,KEC. PABEAN CANTIAN,KALIMAS BARU III GG. LEBAR NO. 12
20554884,SD ISLAM AL KHOIRIYAH,SD,085785875292,sdislamalkhoiriyahsumbergempol@gmail.com,YAYASAN HABIB SAYYID AHMAD BIN SALIM AL MUHDLOR TULUNGAGUNG,KAB. TULUNGAGUNG,KEC. SUMBERGEMPOL,DUSUN PASIR RT 26 RW 10
69988959,SD AL FALAH DARUSSALAM 2,SD,8672828,alfalah.darussalam2@yahoo.com,YAYASAN MASJID DARUSSALAM TROPODO,KAB. SIDOARJO,KEC. WARU,JL. RAYA NUSA INDAH BLOK D-1 WISMA TROPODO
20577336,SDI BABURROHMAH,SD,085855390795,sdibaburrohmah11@gmail.com,YAYASAN PENDIDIKAN ISLAM BABURROHMAH MOJOSARI,KAB. MOJOKERTO,KEC. MOJOSARI,JL.A.YANI
69830132,SDS ISLAM SUNAN DRAJAT,SD,08888326844,sdislamsunandrajat@gmail.com,YAYASAN SUNAN DRAJAT SUMURAN,KAB. JEMBER,KEC. AJUNG,JL SUNAN DRAJAT NO 09
69965811,SDI ROUDLOTUL ULUM,SD,082337013016,roudlotululum25@gmail.com,AL- RIYAD SUMBERREJO,KAB. PASURUAN,KEC. WINONGAN,JL.MASJID DUKUH
20551774,SDS ISLAM TERPADU  AL - FAIZIN,SD,0323325999,sdsislamterpadualfaizin@gmail.com,YASPI AL-FAIZIN,KAB. SAMPANG,KEC. SAMPANG,PERUM BARISAN INDAH
70060353,SDI AL-HIKMAH,SD,,,,KAB. MALANG,KEC. DAMPIT,DUSUN BANJAR PATIMAN RT. 005 RW. 003
69773542,SDS ISLAM AL FAJR,SD,087810001780,sdislam.alfajr@gmail.com,YAYASAN PENDIDIKAN ISLAM AL FAJR,KAB. SAMPANG,KEC. TAMBELANGAN,DUSUN BURNANG
20554029,SDS MUHAMMADIYAH 01,SD,085321514752,sdmuhammadiyah1ampelwlh@gmail.com,PIMPINAN DAERAH MUHAMMADIYAH (PDM) KAB. JEMBER,KAB. JEMBER,KEC. WULUHAN,JL. KI HAJAR DEWANTORO NO 72 WULUHAN
20536992,SD ASSA ADAH,SD,,sd.assaadah@gmail.com,AS SA'ADAH,KAB. GRESIK,KEC. DRIYOREJO,JL.RAYA INTAN 22-23 PERUMNAS KBD
20529223,SDS ISLAM KANZUL ULUM,SD,,kanzul_u@yahoo.co.id,YAYASAN BANI ABBASIYAH,KAB. SAMPANG,KEC. KEDUNGDUNG,JL LEKE MUNING
20531899,SD CITRA BERKAT SURABAYA,SD,0317420764,infoscb@citraberkat.sch.id,YAYASAN CITRA BERKAT,KOTA SURABAYA,KEC. PAKAL,JL .RAYA BUKIT PALMA NO. 2 CITRALAND UTARA
20537128,SD AL MUHAJIRIN,SD,083145463522,almuhajirinsd43@gmail.com,YAYASAN MUHAJIRIN AL AKBAR,KAB. PACITAN,KEC. PACITAN,JL. MARSDA ISWAHYUDI NO.63
20535107,SD ISLAM TANJUNGSARI,SD,081335937800,sdi.tanjungsari20@gmail.com,YAYASAN PENDIDIKAN ISLAM BAITURROHMAN TANJUNGSARI,KOTA BLITAR,KEC. SUKOREJO,JL. ASAHAN GANG V NO 4 TANJUNGSARI BLITAR
20529686,SD KATOLIK SANG TIMUR,SD,0328663030,sangtimur_sumenep@yahoo.com,KARYA SANG TIMUR PUSAT,KAB. SUMENEP,KEC. KOTA SUMENEP,JL. SLAMET RIADI 31
70033348,SDS ISLAM SUNAN GUNUNG JATI,SD,,sdisunangunungjati@gmail.com,YAYASAN PENDIDIKAN AL-FATIH PRAJJAN,KAB. SAMPANG,KEC. CAMPLONG,DUSUN KARANGLOH
20521340,SDK SANTO YOSEPH,SD,0334884767,sdksantoyoseph@gmail.com,PERKUMPULAN DHARMAPUTRI,KAB. LUMAJANG,KEC. LUMAJANG,JL. PANJAITAN NO. 1
69899840,SD LUKMANUL HAKIM,SD,085258176571,,LUKMANUL HAKIM,KAB. SUMENEP,KEC. SAPEKEN,DS. SADULANG KEC. SAPEKEN
69888592,SDIT SABILIL MUKMININ,SD,03547412078,sabililmukminin09@gmail.com,SABILIL MUKMININ,KAB. KEDIRI,KEC. NGANCAR,"JL. MANGGIS, DS. MANGGIS, NGANCAR"
20554525,SD MUHAMMADIYAH ASSALAM,SD,085604888862,sdm.assalam@gmail.com,PIMPINAN DAERAH MUHAMMADIYAH (PDM) KAB. KEDIRI,KAB. KEDIRI,KEC. GURAH,JL. MASJID KAUMAN
69889127,SD MUHAMMADIYAH 18 KALIBARU,SD,082131429618,sdmuha18kalibaru@gmail.com,PIMPINAN DAERAH MUHAMMADIYAH (PDM) KAB. BANYUWANGI,KAB. BANYUWANGI,KEC. KALIBARU,JL. SERUJI RT. 02 RW. 01
